field,T,E,C,X,M
0.16174226470413222,1.558444849851514,-0.26379825690000475,0.011419052128824641,0.01424622457481655,0.990570068359375
-0.6598883962378421,3.413702106192371,-0.16340085241754582,0.07122872915159374,1.2897235196534371,0.4586181640625
-0.12252853158476527,3.6694147276981366,-0.300769430106721,0.051242542150528855,1.2570589596211978,0.10943603515625
0.1281777159042058,3.971248336275649,-0.2731453714759396,0.04086426351079104,0.9419298230797912,-0.076324462890625
0.5555426667808883,1.9406270847231488,-0.8735489980039465,0.14106869768287045,0.17915080917841603,-0.9354790581597222
0.5555426667808883,2.3842561707805205,-0.5972252516611608,0.14441747532666854,0.9165163116431913,0.7983262803819444
0.5105079901224897,2.2431373020941088,-0.06655493159274795,0.018574917734516395,0.09666210761897756,0.936798095703125
-0.9692386122789526,1.9387771153523312,-0.8787758462083071,0.12978694713552652,0.15572106305911396,-0.933074951171875
0.5555426667808883,2.4216144096064047,-0.2925790951212989,0.044934280364530906,0.2260206473359003,-0.8889838324652777
0.21461533881778627,4.0751546336158775,-0.015673082373108767,0.060414535863418335,0.6858134822507133,0.394775390625
0.5555426667808883,3.117411607738493,-0.16307885340352654,0.04583469398033509,0.9323352431962966,0.6170111762152778
-0.04421385283201984,3.2192508778271205,-0.3731868990263512,0.08563970433894169,2.2320053454326003,0.107269287109375
-0.931100619493728,3.4592412692213186,-0.10413193079431676,0.04559637525011714,0.918524462643667,0.5137939453125
0.5555426667808883,1.7515010006671117,-0.9741490080573291,0.09928159236148833,0.0774220693313055,-0.9648301866319444
-0.16953145721770213,0.6399745480505916,-1.2825588502309309,-5.551556670406711e-13,0.0,-1.0
0.4650965156125146,1.7834234763667638,-0.3212753065172048,0.019734779889853317,0.031750936870190885,0.97998046875
0.4039155643836404,1.6737727184356554,-0.2880408809512049,0.01824579196071769,0.04115739672718936,-0.983245849609375
0.5555426667808883,2.31187458305537,-0.6881232215872739,0.16661734727589486,0.6732939252619667,-0.8284505208333333
-0.0418058662388211,4.169963125348993,-0.2656752197363557,0.04013563157568641,0.871810514993364,0.02288818359375
0.6655987843286097,1.9997045332689696,-0.756386386227202,0.11140548266279866,0.14795283729929046,-0.93328857421875
0.5555426667808883,1.0627084723148768,-0.3479968292899299,0.0019597169370309717,0.0011446583077143187,0.9993625217013888
0.5555426667808883,1.984989993328886,-0.8076198491604144,0.12191337355312505,0.1922555190315514,0.9319118923611109
